destination_group,public_group_code,public_relative_path,source_label,source_basename,annotation,claim_boundary,source_pdf,final_pdf_path,github_sha256,replacement_note
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/048_panel_pkg_12D_final_panel_package_Main_Fig_2C_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_2C__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_2/Main_Fig_2C/package_index/Main_Fig_2C__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/048__12D_final_panel_package__Main_Fig_2C_PANEL_PACKAGE_INDEX.pdf,904d571b8984710e7aeaaa6733a33601466046c1deb8e26824d0ca838461ed09,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/049_panel_pkg_12D_final_panel_package_Main_Fig_2C_SOURCE_COPY.pdf,12D_final_panel_package,Main_Fig_2C__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_2/Main_Fig_2C/source_pdf_copy/Main_Fig_2C__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/049__12D_final_panel_package__Main_Fig_2C_SOURCE_COPY.pdf,de343897a060f3ffd592536b93c1135cac6dbebd6f9892df94684296f2ff874e,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/050_panel_pkg_12D_final_panel_package_Main_Fig_2C_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_2C__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_2/Main_Fig_2C/table_rendered_panel/Main_Fig_2C__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/050__12D_final_panel_package__Main_Fig_2C_TABLE_RENDERED_PANEL.pdf,33883a8d2ad6aa3196a7c4118d53b86998b94834169e5d2158de9fab1dd281ba,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/051_panel_pkg_12D_final_panel_package_Main_Fig_2D_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_2D__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_2/Main_Fig_2D/package_index/Main_Fig_2D__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/051__12D_final_panel_package__Main_Fig_2D_PANEL_PACKAGE_INDEX.pdf,30a022083fa9357deaf13af3772e8b58c7ba2023be28c87f1f68c6dde483531b,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/052_panel_pkg_12D_final_panel_package_Main_Fig_2D_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_2D__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_2/Main_Fig_2D/table_rendered_panel/Main_Fig_2D__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/052__12D_final_panel_package__Main_Fig_2D_TABLE_RENDERED_PANEL.pdf,0c7b289c997cdaf208352c0c4fddae7a455db2d6b9f95dcac8d8e53ac36bb2ab,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/053_panel_pkg_12D_final_panel_package_Main_Fig_2_FIGURE_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_2__FIGURE_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_2/Main_Fig_2__FIGURE_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/053__12D_final_panel_package__Main_Fig_2_FIGURE_PACKAGE_INDEX.pdf,fde820369fd4f2f7c5953235797910e560cf7257c55cf17229b717e2fcd8a69c,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/054_panel_pkg_12D_final_panel_package_Main_Fig_3A_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_3A__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3A/package_index/Main_Fig_3A__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/054__12D_final_panel_package__Main_Fig_3A_PANEL_PACKAGE_INDEX.pdf,92b5a25ec2f55205808f9392f3924b8723205c7a776f30a1cdcdcbcf66a660c5,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/055_panel_pkg_12D_final_panel_package_Main_Fig_3A_SOURCE_COPY.pdf,12D_final_panel_package,Main_Fig_3A__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3A/source_pdf_copy/Main_Fig_3A__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/055__12D_final_panel_package__Main_Fig_3A_SOURCE_COPY.pdf,4afdef25205f5348c43402bc32ac64d2b462456c99fa3761dd9ec420945d4e74,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/056_panel_pkg_12D_final_panel_package_Main_Fig_3A_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_3A__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3A/table_rendered_panel/Main_Fig_3A__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/056__12D_final_panel_package__Main_Fig_3A_TABLE_RENDERED_PANEL.pdf,5f3dab04a1eb6b6be102970e491bd271506f1f4f1d5d93ac1409b0b066f3d9a3,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/057_panel_pkg_12D_final_panel_package_Main_Fig_3B_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_3B__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3B/package_index/Main_Fig_3B__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/057__12D_final_panel_package__Main_Fig_3B_PANEL_PACKAGE_INDEX.pdf,84b2dc2ab259925f42e7d652ebdd5dff2e944495d6a87e91682a538adb1d1994,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/058_panel_pkg_12D_final_panel_package_Main_Fig_3B_SOURCE_COPY.pdf,12D_final_panel_package,Main_Fig_3B__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3B/source_pdf_copy/Main_Fig_3B__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/058__12D_final_panel_package__Main_Fig_3B_SOURCE_COPY.pdf,1177436f83e14d92c79f3a73b348e96f2f8b74b6d3e0113374ee79baf0f2bb63,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/059_panel_pkg_12D_final_panel_package_Main_Fig_3B_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_3B__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3B/table_rendered_panel/Main_Fig_3B__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/059__12D_final_panel_package__Main_Fig_3B_TABLE_RENDERED_PANEL.pdf,696bbbd0eb1912a8fa7931ecf348e622f504499c64d8cf811c8ef01e3cd4a4c0,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/060_panel_pkg_12D_final_panel_package_Main_Fig_3C_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_3C__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3C/package_index/Main_Fig_3C__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/060__12D_final_panel_package__Main_Fig_3C_PANEL_PACKAGE_INDEX.pdf,708df3092c09ff8e463090559696dc064a12be70ebd98a6f9c7c4bdb4e329e9b,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/061_panel_pkg_12D_final_panel_package_Main_Fig_3C_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_3C__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3C/table_rendered_panel/Main_Fig_3C__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/061__12D_final_panel_package__Main_Fig_3C_TABLE_RENDERED_PANEL.pdf,379d7257b628027f195b3d1934f999601d463c792400054b6680f581ee0301e9,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/062_panel_pkg_12D_final_panel_package_Main_Fig_3D_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_3D__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3D/package_index/Main_Fig_3D__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/062__12D_final_panel_package__Main_Fig_3D_PANEL_PACKAGE_INDEX.pdf,b8b1e4cc50081f2d401134b664d90e1e474b6b7a656c381f748e1471a528a7e0,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/063_panel_pkg_12D_final_panel_package_Main_Fig_3D_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_3D__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3D/table_rendered_panel/Main_Fig_3D__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/063__12D_final_panel_package__Main_Fig_3D_TABLE_RENDERED_PANEL.pdf,ea2c85478bc62032a93e2f0278de01e1063750c16b8a35bfd1d8941a5a7bed47,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/064_panel_pkg_12D_final_panel_package_Main_Fig_3_FIGURE_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_3__FIGURE_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_3/Main_Fig_3__FIGURE_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/064__12D_final_panel_package__Main_Fig_3_FIGURE_PACKAGE_INDEX.pdf,ca1cb7f1cb53738c3711be33feba91c218b86857a7556699b40f0e671e1266dc,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/065_panel_pkg_12D_final_panel_package_Main_Fig_4A_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_4A__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4A/package_index/Main_Fig_4A__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/065__12D_final_panel_package__Main_Fig_4A_PANEL_PACKAGE_INDEX.pdf,79c8f99996034d67555c1c22269ac1e58160d487e2f2dd283baefbf2aa7ddbaa,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/066_panel_pkg_12D_final_panel_package_Main_Fig_4A_SOURCE_COPY.pdf,12D_final_panel_package,Main_Fig_4A__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4A/source_pdf_copy/Main_Fig_4A__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/066__12D_final_panel_package__Main_Fig_4A_SOURCE_COPY.pdf,d9b9094aac103b0179a6b258ea3e907b6a47f457c3d67f9af47ec029e566729c,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/067_panel_pkg_12D_final_panel_package_Main_Fig_4A_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_4A__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4A/table_rendered_panel/Main_Fig_4A__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/067__12D_final_panel_package__Main_Fig_4A_TABLE_RENDERED_PANEL.pdf,24b8cb474fd5b72619bb1fd83dfa1b7123cda2ded183d7ca420f5f182c2f83ce,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/068_panel_pkg_12D_final_panel_package_Main_Fig_4B_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_4B__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4B/package_index/Main_Fig_4B__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/068__12D_final_panel_package__Main_Fig_4B_PANEL_PACKAGE_INDEX.pdf,c5375f998526472ed3d2b1aecb1315dbea28929b65ed967c234ac4fcac1b303f,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/069_panel_pkg_12D_final_panel_package_Main_Fig_4B_SOURCE_COPY.pdf,12D_final_panel_package,Main_Fig_4B__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4B/source_pdf_copy/Main_Fig_4B__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/069__12D_final_panel_package__Main_Fig_4B_SOURCE_COPY.pdf,3db1a55e67efdf5aaae1b1a0932a38ce0d9e71137859b214bd74a606e87df66d,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/070_panel_pkg_12D_final_panel_package_Main_Fig_4B_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_4B__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4B/table_rendered_panel/Main_Fig_4B__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/070__12D_final_panel_package__Main_Fig_4B_TABLE_RENDERED_PANEL.pdf,5bb1d489c33db6e4a58af93a0845cfd046b6a9131683a7f3f618c85b7b8ad345,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/071_panel_pkg_12D_final_panel_package_Main_Fig_4C_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_4C__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4C/package_index/Main_Fig_4C__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/071__12D_final_panel_package__Main_Fig_4C_PANEL_PACKAGE_INDEX.pdf,5c41da487144b133aa3f506f726c86229b849b636aa3fe2d5e1e0a7ead55efc0,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/072_panel_pkg_12D_final_panel_package_Main_Fig_4C_SOURCE_COPY.pdf,12D_final_panel_package,Main_Fig_4C__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4C/source_pdf_copy/Main_Fig_4C__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/072__12D_final_panel_package__Main_Fig_4C_SOURCE_COPY.pdf,19a71a29850bdf702a7dfa6626c6038be8234d7e93d7708212fe32ab409f6934,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/073_panel_pkg_12D_final_panel_package_Main_Fig_4C_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_4C__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4C/table_rendered_panel/Main_Fig_4C__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/073__12D_final_panel_package__Main_Fig_4C_TABLE_RENDERED_PANEL.pdf,04631ffb175f58e3721ba792ac5a3a923b1079d3c330cfa5456f87d18528e932,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/074_panel_pkg_12D_final_panel_package_Main_Fig_4D_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Main_Fig_4D__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4D/package_index/Main_Fig_4D__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/074__12D_final_panel_package__Main_Fig_4D_PANEL_PACKAGE_INDEX.pdf,beba2763408226f9a41aa246e9c12b078c47e612da65d92832bca540789d1155,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/075_panel_pkg_12D_final_panel_package_Main_Fig_4D_SOURCE_COPY.pdf,12D_final_panel_package,Main_Fig_4D__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4D/source_pdf_copy/Main_Fig_4D__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/075__12D_final_panel_package__Main_Fig_4D_SOURCE_COPY.pdf,0e67f10dfb3f71e57a0178685757c0607d93e4bad31885016d045376ee89173c,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/076_panel_pkg_12D_final_panel_package_Main_Fig_4D_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Main_Fig_4D__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Main_Fig_4/Main_Fig_4D/table_rendered_panel/Main_Fig_4D__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/076__12D_final_panel_package__Main_Fig_4D_TABLE_RENDERED_PANEL.pdf,b60d74fd6653d02bb12eb6523901940649be116020947248c46d3e896c3865ff,""
